Dates,EMB US Equity,GLD US Equity,TLT US Equity,IYR US Equity,IGIB US Equity,IJH US Equity
2010/10/1,0.02898845,0.739610597,0.045252517,0.040352672,0.041786626,0.104009138
2010/10/4,0.029043919,0.738706339,0.046035737,0.041038704,0.042111347,0.103063953
2010/10/5,0.028812421,0.742167093,0.043706919,0.040101234,0.04148767,0.103724663
2010/10/6,0.029035941,0.743036394,0.04403223,0.039851981,0.041531291,0.102512163
2010/10/7,0.03042695,0.739118282,0.043260858,0.04081268,0.042227554,0.104153677
2010/10/8,0.030311926,0.740966292,0.043308877,0.039484339,0.041895071,0.104033496
2010/10/11,0.030331489,0.741443006,0.043168469,0.0392909,0.041820641,0.103945496
2010/10/12,0.030443204,0.741058964,0.041732566,0.04032703,0.041815424,0.104622811
2010/10/13,0.030217073,0.742928978,0.041183813,0.039781244,0.0413421,0.104546791
2010/10/14,0.029791977,0.747380085,0.040139694,0.039325952,0.040632307,0.102729984
2010/10/15,0.030088106,0.74708886,0.038326128,0.039605878,0.041010343,0.103880685
2010/10/18,0.03009614,0.747127438,0.038491971,0.039222264,0.040975018,0.104087169
2010/10/19,0.030783468,0.741127221,0.041703227,0.039610909,0.041939302,0.104835873
2010/10/20,0.030438327,0.739510257,0.042152479,0.04111723,0.041552722,0.105228985
2010/10/21,0.03086756,0.738656874,0.04249705,0.039359438,0.042065151,0.106553928
2010/10/22,0.030925319,0.736630237,0.042581129,0.041041828,0.04186963,0.106951857
2010/10/25,0.031191377,0.737747324,0.041194019,0.041388159,0.041624137,0.106854984
2010/10/26,0.03128187,0.737576039,0.041331481,0.04160455,0.041497433,0.106708627
2010/10/27,0.031424674,0.735654212,0.042345764,0.041143847,0.041692421,0.107739081
2010/10/28,0.031243194,0.73751451,0.042178345,0.040292118,0.041969938,0.106801894
2010/10/29,0.031215303,0.738680915,0.04259061,0.039892969,0.04144194,0.106178264
2010/11/1,0.031650826,0.737102802,0.043191267,0.040164828,0.041453957,0.106436321
2010/11/2,0.031798892,0.737476094,0.042169431,0.039791063,0.041348627,0.107415893
2010/11/3,0.032113205,0.735883979,0.042679313,0.039391068,0.041616994,0.108315441
2010/11/4,0.031708862,0.740541768,0.03969478,0.040063899,0.040690491,0.1073002
2010/11/5,0.031552265,0.741769375,0.037348906,0.04068521,0.040511372,0.108132872
2010/11/8,0.031179852,0.745671667,0.035385239,0.040138437,0.040279582,0.107345223
2010/11/9,0.032109522,0.744634068,0.035769007,0.038868729,0.040455495,0.108163179
2010/11/10,0.031746614,0.745407817,0.035579905,0.038972628,0.040089059,0.108203977
2010/11/11,0.031640494,0.746198377,0.035146976,0.039069347,0.040018876,0.10792593
2010/11/12,0.032188662,0.743221567,0.035600906,0.039226022,0.04084553,0.108917314
2010/11/15,0.031894812,0.742773786,0.035542457,0.038500335,0.040932934,0.110355675
2010/11/16,0.032067682,0.743689207,0.035588854,0.03750286,0.04144166,0.109709737
2010/11/17,0.032331145,0.741403303,0.036083497,0.038168716,0.041539382,0.110473957
2010/11/18,0.032131911,0.741152202,0.035495092,0.038696992,0.041118196,0.111405608
2010/11/19,0.031563399,0.741450007,0.035613208,0.039195065,0.041037533,0.111140787
2010/11/22,0.030751742,0.74415086,0.034389728,0.037679375,0.041030308,0.111997986
2010/11/23,0.030360159,0.746577298,0.033024602,0.038258551,0.041085164,0.110694226
2010/11/24,0.030228812,0.744054412,0.033134078,0.03893045,0.040658639,0.11299361
2010/11/25,0.030228812,0.744054412,0.033134078,0.03893045,0.040658639,0.11299361
2010/11/26,0.030348914,0.742896597,0.033811687,0.038852336,0.040944909,0.113145558
2010/11/29,0.030165185,0.743538197,0.033730817,0.039238385,0.040791198,0.112536218
2010/11/30,0.029431436,0.746992675,0.032942212,0.039345985,0.040435662,0.110852028
2010/12/1,0.029211753,0.745535994,0.032362207,0.039991699,0.039803822,0.113094525
2010/12/2,0.02930476,0.744701087,0.031800178,0.040151702,0.039586454,0.114455819
2010/12/3,0.028987015,0.747911407,0.031509284,0.039088004,0.039029956,0.113474334
2010/12/6,0.028912578,0.748585659,0.031986212,0.038817026,0.038864367,0.112834158
2010/12/7,0.029223276,0.745600932,0.032141436,0.038828993,0.039232304,0.114973059
2010/12/8,0.029271649,0.743681645,0.034021606,0.037149866,0.039359906,0.116515329
2010/12/9,0.029338287,0.745421645,0.033193519,0.03577617,0.039178081,0.117092298
2010/12/10,0.02927625,0.743848913,0.033254462,0.035958212,0.039066303,0.118595861
2010/12/13,0.029050471,0.744998116,0.033514368,0.035865003,0.038456103,0.118115939
2010/12/14,0.029058717,0.744166209,0.035529924,0.034634079,0.03829123,0.118319841
2010/12/15,0.028945012,0.738148781,0.037890854,0.035196685,0.038197654,0.121621015
2010/12/16,0.028682979,0.733830438,0.040630631,0.035382118,0.038152332,0.123321501
2010/12/17,0.028137944,0.73983364,0.040021082,0.034099041,0.038096264,0.119812027
2010/12/20,0.028192481,0.742508262,0.037937673,0.034028315,0.037969282,0.119363987
2010/12/21,0.028214878,0.739844248,0.037912863,0.036446115,0.03782754,0.119754355
2010/12/22,0.028394638,0.736513305,0.037821857,0.038610789,0.037963243,0.120696168
2010/12/23,0.02856322,0.73597054,0.037093176,0.03932429,0.038124769,0.120924006
2010/12/24,0.02856322,0.73597054,0.037093176,0.03932429,0.038124769,0.120924006
2010/12/27,0.02844329,0.735043498,0.036915712,0.040518425,0.038017885,0.121061189
2010/12/28,0.028025993,0.739673668,0.03515581,0.040058953,0.037419966,0.11966561
2010/12/29,0.027933336,0.741111947,0.034032537,0.03946119,0.037541706,0.119919285
2010/12/30,0.028108591,0.739592915,0.034432918,0.039513447,0.037763195,0.120588934
2010/12/31,0.028085349,0.744811465,0.03139687,0.039258501,0.037630816,0.118816999
2011/1/3,0.028114477,0.738610446,0.034737077,0.040500423,0.037551419,0.120486157
2011/1/4,0.028948184,0.735623746,0.036319826,0.038680534,0.038429201,0.121998508
2011/1/5,0.028878477,0.73407402,0.036830308,0.038202595,0.038363542,0.123651058
2011/1/6,0.028808154,0.735015132,0.035864504,0.037798682,0.038503806,0.124009721
2011/1/7,0.028916921,0.734017954,0.036965672,0.037483935,0.038734904,0.123880614
2011/1/10,0.028700789,0.734206933,0.037345331,0.036666273,0.038623267,0.124457406
2011/1/11,0.028631369,0.734044968,0.037185741,0.037496637,0.038428934,0.124212351
2011/1/12,0.028631218,0.733538139,0.037312944,0.037016842,0.038239263,0.125261594
2011/1/13,0.028956461,0.729042092,0.039327234,0.037800331,0.038696843,0.126177039
2011/1/14,0.029259014,0.724920224,0.039552023,0.038850281,0.038998848,0.12841961
2011/1/17,0.029259014,0.724920224,0.039552023,0.038850281,0.038998848,0.12841961
2011/1/18,0.029092565,0.724762228,0.039337769,0.038915297,0.038863734,0.129028407
2011/1/19,0.029128456,0.726365168,0.039674966,0.038063952,0.039127156,0.127640301
